date,bitcoin_unscaled,bitcoin_monthly,isPartial,scale,bitcoin
2021-06-27,46,19,FALSE,0.19,8.74
2021-06-28,49,19,,0.19,9.31
2021-06-29,47,19,,0.19,8.93
2021-06-30,41,19,,0.19,7.79
2021-07-01,54,19,,0.19,10.26
2021-07-02,53,19,,0.19,10.07
2021-07-03,53,19,,0.19,10.07
2021-07-04,51,16,FALSE,0.16,8.16
2021-07-05,58,16,,0.16,9.28
2021-07-06,54,16,,0.16,8.64
2021-07-07,49,16,,0.16,7.84
2021-07-08,57,16,,0.16,9.12
2021-07-09,52,16,,0.16,8.32
2021-07-10,45,16,,0.16,7.2
2021-07-11,46,16,FALSE,0.16,7.36
2021-07-12,51,16,,0.16,8.16
2021-07-13,51,16,,0.16,8.16
2021-07-14,51,16,,0.16,8.16
2021-07-15,49,16,,0.16,7.84
2021-07-16,52,16,,0.16,8.32
2021-07-17,46,16,,0.16,7.36
2021-07-18,45,18,FALSE,0.18,8.1
2021-07-19,59,18,,0.18,10.62
2021-07-20,72,18,,0.18,12.96
2021-07-21,64,18,,0.18,11.52
2021-07-22,59,18,,0.18,10.62
2021-07-23,49,18,,0.18,8.82
2021-07-24,49,18,,0.18,8.82
2021-07-25,51,20,FALSE,0.2,10.2
2021-07-26,100,20,,0.2,20
2021-07-27,71,20,,0.2,14.2
2021-07-28,65,20,,0.2,13
2021-07-29,58,20,,0.2,11.6
2021-07-30,56,20,,0.2,11.2
2021-07-31,56,20,,0.2,11.2
2021-08-01,83,17,FALSE,0.17,14.11
2021-08-02,84,17,,0.17,14.28
2021-08-03,77,17,,0.17,13.09
2021-08-04,78,17,,0.17,13.26
2021-08-05,80,17,,0.17,13.6
2021-08-06,92,17,,0.17,15.64
2021-08-07,90,17,,0.17,15.3
2021-08-08,89,19,FALSE,0.19,16.91
2021-08-09,100,19,,0.19,19
2021-08-10,97,19,,0.19,18.43
2021-08-11,96,19,,0.19,18.24
2021-08-12,93,19,,0.19,17.67
2021-08-13,92,19,,0.19,17.48
2021-08-14,84,19,,0.19,15.96
2021-08-15,76,16,FALSE,0.16,12.16
2021-08-16,88,16,,0.16,14.08
2021-08-17,82,16,,0.16,13.12
2021-08-18,78,16,,0.16,12.48
2021-08-19,74,16,,0.16,11.84
2021-08-20,82,16,,0.16,13.12
2021-08-21,81,16,,0.16,12.96
2021-08-22,73,16,FALSE,0.16,11.68
2021-08-23,98,16,,0.16,15.68
2021-08-24,85,16,,0.16,13.6
2021-08-25,77,16,,0.16,12.32
2021-08-26,78,16,,0.16,12.48
2021-08-27,74,16,,0.16,11.84
2021-08-28,68,16,,0.16,10.88
2021-08-29,65,14,FALSE,0.14,9.1
2021-08-30,66,14,,0.14,9.24
2021-08-31,73,14,,0.14,10.22
2021-09-01,48,14,,0.14,6.72
2021-09-02,55,14,,0.14,7.7
2021-09-03,59,14,,0.14,8.26
2021-09-04,50,14,,0.14,7
2021-09-05,52,20,FALSE,0.2,10.4
2021-09-06,60,20,,0.2,12
2021-09-07,100,20,,0.2,20
2021-09-08,85,20,,0.2,17
2021-09-09,67,20,,0.2,13.4
2021-09-10,62,20,,0.2,12.4
2021-09-11,51,20,,0.2,10.2
2021-09-12,48,15,FALSE,0.15,7.2
2021-09-13,56,15,,0.15,8.4
2021-09-14,52,15,,0.15,7.8
2021-09-15,57,15,,0.15,8.55
2021-09-16,51,15,,0.15,7.65
2021-09-17,49,15,,0.15,7.35
2021-09-18,42,15,,0.15,6.3
2021-09-19,40,19,FALSE,0.19,7.6
2021-09-20,69,19,,0.19,13.11
2021-09-21,71,19,,0.19,13.49
2021-09-22,59,19,,0.19,11.21
2021-09-23,55,19,,0.19,10.45
2021-09-24,84,19,,0.19,15.96
2021-09-25,61,19,,0.19,11.59
2021-09-26,47,15,FALSE,0.15,7.05
2021-09-27,49,15,,0.15,7.35
2021-09-28,53,15,,0.15,7.95
2021-09-29,49,15,,0.15,7.35
2021-09-30,53,15,,0.15,7.95
2021-10-01,48,15,,0.15,7.2
2021-10-02,38,15,,0.15,5.7
2021-10-03,37,18,FALSE,0.18,6.66
2021-10-04,41,18,,0.18,7.38
2021-10-05,51,18,,0.18,9.18
2021-10-06,61,18,,0.18,10.98
2021-10-07,55,18,,0.18,9.9
2021-10-08,48,18,,0.18,8.64
2021-10-09,42,18,,0.18,7.56
2021-10-10,44,21,FALSE,0.21,9.24
2021-10-11,53,21,,0.21,11.13
2021-10-12,51,21,,0.21,10.71
2021-10-13,48,21,,0.21,10.08
2021-10-14,51,21,,0.21,10.71
2021-10-15,74,21,,0.21,15.54
2021-10-16,64,21,,0.21,13.44
2021-10-17,55,28,FALSE,0.28,15.4
2021-10-18,65,28,,0.28,18.2
2021-10-19,82,28,,0.28,22.96
2021-10-20,100,28,,0.28,28
2021-10-21,85,28,,0.28,23.8
2021-10-22,66,28,,0.28,18.48
2021-10-23,54,28,,0.28,15.12
2021-10-24,51,24,FALSE,0.24,12.24
2021-10-25,58,24,,0.24,13.92
2021-10-26,81,24,,0.24,19.44
2021-10-27,72,24,,0.24,17.28
2021-10-28,63,24,,0.24,15.12
2021-10-29,59,24,,0.24,14.16
2021-10-30,52,24,,0.24,12.48
2021-10-31,49,19,FALSE,0.19,9.31
2021-11-01,76,19,,0.19,14.44
2021-11-02,80,19,,0.19,15.2
2021-11-03,74,19,,0.19,14.06
2021-11-04,75,19,,0.19,14.25
2021-11-05,74,19,,0.19,14.06
2021-11-06,68,19,,0.19,12.92
2021-11-07,64,22,FALSE,0.22,14.08
2021-11-08,90,22,,0.22,19.8
2021-11-09,100,22,,0.22,22
2021-11-10,95,22,,0.22,20.9
2021-11-11,82,22,,0.22,18.04
2021-11-12,77,22,,0.22,16.94
2021-11-13,73,22,,0.22,16.06
2021-11-14,72,21,FALSE,0.21,15.12
2021-11-15,77,21,,0.21,16.17
2021-11-16,90,21,,0.21,18.9
2021-11-17,85,21,,0.21,17.85
2021-11-18,88,21,,0.21,18.48
2021-11-19,87,21,,0.21,18.27
2021-11-20,76,21,,0.21,15.96
2021-11-21,68,19,FALSE,0.19,12.92
2021-11-22,77,19,,0.19,14.63
2021-11-23,79,19,,0.19,15.01
2021-11-24,75,19,,0.19,14.25
2021-11-25,69,19,,0.19,13.11
2021-11-26,89,19,,0.19,16.91
2021-11-27,74,19,,0.19,14.06
2021-11-28,70,21,FALSE,0.21,14.7
2021-11-29,72,21,,0.21,15.12
2021-11-30,77,21,,0.21,16.17
2021-12-01,43,21,,0.21,9.03
2021-12-02,40,21,,0.21,8.4
2021-12-03,43,21,,0.21,9.03
2021-12-04,100,21,,0.21,21
2021-12-05,67,23,FALSE,0.23,15.41
2021-12-06,60,23,,0.23,13.8
2021-12-07,53,23,,0.23,12.19
2021-12-08,47,23,,0.23,10.81
2021-12-09,48,23,,0.23,11.04
2021-12-10,46,23,,0.23,10.58
2021-12-11,42,23,,0.23,9.66
2021-12-12,40,19,FALSE,0.19,7.6
2021-12-13,51,19,,0.19,9.69
2021-12-14,54,19,,0.19,10.26
2021-12-15,50,19,,0.19,9.5
2021-12-16,45,19,,0.19,8.55
2021-12-17,45,19,,0.19,8.55
2021-12-18,41,19,,0.19,7.79
2021-12-19,35,18,FALSE,0.18,6.3
2021-12-20,43,18,,0.18,7.74
2021-12-21,43,18,,0.18,7.74
2021-12-22,43,18,,0.18,7.74
2021-12-23,42,18,,0.18,7.56
2021-12-24,44,18,,0.18,7.92
2021-12-25,41,18,,0.18,7.38
2021-12-26,36,16,FALSE,0.16,5.76
2021-12-27,40,16,,0.16,6.4
2021-12-28,44,16,,0.16,7.04
2021-12-29,42,16,,0.16,6.72
2021-12-30,40,16,,0.16,6.4
2021-12-31,36,16,,0.16,5.76
2022-01-01,32,16,,0.16,5.12
2022-01-02,34,20,FALSE,0.2,6.8
2022-01-03,38,20,,0.2,7.6
2022-01-04,39,20,,0.2,7.8
2022-01-05,41,20,,0.2,8.2
2022-01-06,58,20,,0.2,11.6
2022-01-07,57,20,,0.2,11.4
2022-01-08,51,20,,0.2,10.2
2022-01-09,47,19,FALSE,0.19,8.93
2022-01-10,50,19,,0.19,9.5
2022-01-11,48,19,,0.19,9.12
2022-01-12,43,19,,0.19,8.17
2022-01-13,42,19,,0.19,7.98
2022-01-14,40,19,,0.19,7.6
2022-01-15,33,19,,0.19,6.27
2022-01-16,33,22,FALSE,0.22,7.26
2022-01-17,39,22,,0.22,8.58
2022-01-18,41,22,,0.22,9.02
2022-01-19,37,22,,0.22,8.14
2022-01-20,38,22,,0.22,8.36
2022-01-21,77,22,,0.22,16.94
2022-01-22,94,22,,0.22,20.68
2022-01-23,64,29,FALSE,0.29,18.56
2022-01-24,100,29,,0.29,29
2022-01-25,69,29,,0.29,20.01
2022-01-26,57,29,,0.29,16.53
2022-01-27,56,29,,0.29,16.24
2022-01-28,53,29,,0.29,15.37
2022-01-29,45,29,,0.29,13.05
2022-01-30,43,19,FALSE,0.19,8.17
2022-01-31,45,19,,0.19,8.55
